Name,w,w1,v,mvc,v/mvc,l1,l1w,l2,l2w,linf,linfw,R,R^2,BLACK%,HISP%,TotPop
LubbockTX,0.1851098532711003,0.8184133724180108,0.5240212884567643,0.21654961406665574,2.4198671085854087,28.626265021074353,0.2951161342378799,3.2911945412212766,0.03392984063114718,0.8663025409641415,0.00893095403055816,0.08391687874802801,0.007042042538811236,9.306144270057661,34.98994990574782,288057.0
Baton RougeLA,0.5871392735193703,1.5809123016074413,0.6527200123963152,0.3783001129714022,1.725402636730531,37.030518912022785,0.45159169404905836,5.020723803254407,0.06122833906407814,0.9572738641100458,0.011674071513537145,-0.19746353333705474,0.03899184699795413,51.52270530796586,7.067279272629462,319727.0
DurhamNC,0.4179821924107129,1.5528646734694693,0.5374098648813028,0.4223188003044678,1.2725217643492568,14.46796223972804,0.19819126355791836,2.353087444828062,0.03223407458668578,0.8161401776900297,0.011180002434109996,0.16725493902022254,0.027974214626658358,32.16636001882675,15.332106741973671,350565.0
GarlandTX,0.14133593025727886,0.9466870295160367,0.46629325886503015,0.15649142817139272,2.9796728441530735,18.33168427705436,0.23807382177992675,2.82645344793883,0.03670718763556922,0.7731914893617021,0.010041447913788339,-0.22660330088241334,0.05134905597080555,16.705683321255684,37.58448744507811,371209.0
GlendaleAZ,0.41923641703377384,0.9420867589772247,0.33394897002027163,0.19642661523996877,1.7001207785019141,31.51978604568416,0.33892243059875443,3.868965935607366,0.041601784253842644,0.8015523389972729,0.008618842354809385,0.4220242873796855,0.17810449913833137,6.77425885105043,41.19955913446399,444580.0
RenoNV,0.3258305484568508,0.9712248998493028,0.3282365368713979,0.17473671049538564,1.8784635234395455,19.952437722253308,0.2056952342500341,2.4904787695972637,0.02567503886182746,0.6076272852368783,0.006264198816875033,0.46240910775655997,0.21382218293621788,2.681622148635473,24.598664312671463,341547.0
HialeahFL,0.35683656199441194,0.7084426759140133,0.40304248742416415,0.2888697392820124,1.39523955823801,67.6332897437438,0.878354412256413,7.833817734434147,0.10173789265498892,0.95796783625731,0.012441140730614416,-0.9204117470597628,0.8471577841256048,3.528397579530665,90.81456038426964,298124.0
ChesapeakeVA,0.45213094502779494,1.7244499001382991,0.7945212004225735,0.4126487680658415,1.9254175994433143,23.613213285825502,0.28449654561235543,3.391927904431189,0.0408666012582071,0.887584928968499,0.010693794324921676,-0.04031525797995776,0.001625320025990548,33.905175729602384,6.801108226357036,332784.0
ScottsdaleAZ,0.24677341453253943,0.5596013933280354,0.09224144028797435,0.055654719128771346,1.6573875806389449,6.766560486828382,0.0805542915098617,0.9400818205186183,0.011191450244269267,0.3572583252505658,0.004253075300601973,0.7116053704246861,0.5063822032172547,2.1062323761293666,10.350463256028084,347540.0
North Las VegasNV,0.3831247353052627,0.8366722304612264,0.26522262808781133,0.24715257731643497,1.0731129368246113,14.473553559472958,0.18796822804510335,2.417726632593311,0.03139904717653651,0.8423123486682809,0.010939121411276375,-0.047919014399701296,0.00229623194103878,21.10017507023866,37.88405657596304,332438.0
IrvingTX,0.36450992953235095,1.1351515667532908,0.481935394920977,0.2777502183033856,1.7351395720400862,24.940037046852908,0.30414679325430377,3.7850656678287566,0.04615933741254581,0.8571428571428571,0.010452961672473867,-0.41220946671011793,0.16991664444543983,12.41515409260685,40.44464466416317,297451.0
FremontCA,0.2799124513618677,0.9353847321543248,0.21663181820154123,0.13098338079722394,1.653887820600005,8.441342046865225,0.12233829053427862,1.3024453854544769,0.018876020079050388,0.5481517509727627,0.007944228274967576,0.18993125923564214,0.03607388323483669,2.8001903977619502,14.604559617569157,342441.0
